customerCode,customerName,customerCurrency,salesEmployeeName,paymentTerm,billingAddress,shippingAddress,creationDate,firstInvoiceDate,lastInvoiceDate
ECKE2617,Eckersley’s Art and Craft / Belconnen,AUD,Kurt Schober,Net 30 Days,"Benjamin Way, Belconnen ACT 2617 Australia","Benjamin Way, Belconnen ACT 2617 Australia",8/09/2022,30/01/2023,30/01/2023
ECKE8,ECKERSLEY'S PTY LTD,AUD,Kurt Schober,Net 30 Days,"PO Box 20, Kingsgrove NSW 1480 Australia","1-5 Commercial Road, Kingsgrove NSW 2208 Australia",1/07/2020,30/06/2020,8/01/2025
ECKE8-3122-001,Eckersleys Hawthorn,AUD,Kurt Schober,Net 30 Days,"654A Glenferrie Rd, Hawthorn VIC 3122 Australia","654A Glenferrie Rd, Hawthorn VIC 3122 Australia",29/05/2023,15/06/2023,15/06/2023
EDDE2,Enganalysis Pty Ltd,AUD,Jennifer Chen,COD,"Level 2, 6 Bolton Street, Newcastle NSW 2300 Australia","Level 2, 6 Bolton Street, Newcastle NSW 2300 Australia",29/06/2020,,
EDWA6,Electrical Distributors Of Wa,AUD,Karen Riddell,COD,"Unit 1, 1 Panizza Way, Newman WA 6753 Australia","Unit 1, 1 Panizza Way, Newman WA 6753 Australia",29/06/2020,,
EEGR2,Elite Electrical Group,AUD,Karen Riddell,Net 30 Days,"Unit 9, 4 Whitehead Court, Glendenning NSW 2761 Australia","Unit 9, 4 Whitehead Court, Glendenning NSW 2761 Australia",29/06/2020,,
EEMA5,Entech Electronics Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"PO Box 100, Kilburn North SA 5084 Australia","14 Alexander Avenue, Devon Park SA 5008 Australia",29/06/2020,30/06/2020,13/02/2023
EGSC8,East Gippsland Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 1618, Barinsdale VIC 3875 Australia","PO Box 1618, Barinsdale VIC 3875 Australia",29/06/2020,14/03/2024,14/03/2024
EIPD2,Eip Diesel Pty Ltd,AUD,Karen Riddell,30 Days EOM,"37 Eddie Road, Minchinbury NSW 2770 Australia","37 Eddie Road, Minchinbury NSW 2770 Australia",29/06/2020,30/06/2020,28/02/2025
ELCON,Elcon Inc.,USD,Jennifer Chen,COD,"P.O. Box 910, Minooka IL 60447 USA","600 Twin Rail Drive, Minooka IL 60447 USA",23/01/2023,23/01/2023,18/04/2024
ELDI6,Electrical Distributors Of W A,AUD,Karen Riddell,COD,"PO Box 242, Belmont WA 6984 Australia","PO Box 242, Belmont WA 6984 Australia",29/06/2020,,
ELESOL,Electrocom Solutions Pty Ltd,AUD,Kurt Schober,Net 30 Days,"21 Clements Avenue, Bundoora VIC 3083 Australia","21 Clements Avenue, Bundoora VIC 3083 Australia",25/05/2023,24/08/2023,24/08/2023
ELTEK8,Electek,AUD,Kurt Schober,Net 30 Days,"1/17 Macadam Place, Balcatta WA 6021 Australia","Corner of Southern River Road and Holmes Street,, Southern River  6110 Australia",2/08/2021,14/12/2021,14/12/2021
ELVS5,ELV Services,AUD,Karen Riddell,COD,"Unit 20, 937 Marion, Mitchell Park, Adelaide SA 5043 Australia","47 Farrell Flat Road, Clare SA 5453 Australia",3/09/2024,3/09/2024,3/09/2024
EMES4,Emesent.IO,AUD,Jennifer Chen,COD,"Technology Transfer Building  1 Technology Court, Pullenvale QLD 4069 Australia","Technology Transfer Building  1 Technology Court, Pullenvale QLD 4069 Australia",29/06/2020,,
EMTI3,Emtivac,AUD,Karen Riddell,COD,"170-174 Discovery Road, Dandenong South VIC 3175 Australia","170-174 Discovery Road, Dandenong South VIC 3175 Australia",19/06/2024,15/07/2024,15/07/2024
ENER4,Eneraque Pty Ltd,AUD,Karen Riddell,COD,"1937 Ipswich Road, Rocklea QLD 4106 Australia","1937 Ipswich Road, Rocklea QLD 4106 Australia",29/06/2020,29/04/2021,29/04/2021
ENFLX4,Enerflex Service,AUD,Karen Riddell,Net 30 Days,"115 Schneider Road, Eagle Farm QLD 4009 Australia","115 Schneider Road, Eagle Farm QLD 4009 Australia",29/06/2020,25/08/2020,2/07/2025
ENFLX4U,Enerflex Service,USD,Karen Riddell,Net 30 Days,"115 Schneider Road, Eagle Farm QLD 4009 Australia","115 Schneider Road, Eagle Farm QLD 4009 Australia",11/10/2022,16/01/2023,16/01/2023
ENIN0,Energy Industrial,AUD,Karen Riddell,COD,"Unit 2, 61 Benison Road, Winnellie NT 820 Australia","Unit 2, 61 Benison Road, Winnellie NT 820 Australia",29/06/2020,,
ENIQ4,Eniquest Independent Power Innovations,AUD,Karen Riddell,Net 30 Days,"61 Fred Chaplin Circuit, Bells Creek QLD 4551 Australia","Door 2,61 Fred Chaplin Circuit, Bells Creek QLD 4551 Australia",29/06/2020,30/06/2020,30/07/2025
ENRA6,Ensco Rail Automation,AUD,Jennifer Chen,COD,"Unit 5, 158 Francisco Street, Belmont WA 6104 Australia","Unit 5, 158 Francisco Street, Belmont WA 6104 Australia",29/06/2020,,
ENSE0,Entec Services Ltd,AUD,Karen Riddell,Net 30 Days,"8 Cygnet Drive, New Plymouth  4312 New Zealand","57G Mclaughlins Road, Auckland   New Zealand",29/06/2020,27/09/2023,27/09/2023
ENSS2,Engine Supplies And Services Pty Ltd,AUD,Karen Riddell,COD,"Unit 9, 12-18 Clarendon Street, Artarmon NSW 2064 Australia","Unit 9, 12-18 Clarendon Street, Artarmon NSW 2064 Australia",29/06/2020,6/12/2021,12/05/2025
EPEQ6,Engine Protection Equipment,AUD,Karen Riddell,Net 30 Days,"70 Horus Bend (Cnr Sundlow Rd), Bibra Lake WA 6163 Australia","70 Horus Bend (Cnr Sundlow Rd), Bibra Lake WA 6163 Australia",29/06/2020,30/06/2020,1/08/2025
EPGE2,EPG Engines,AUD,Karen Riddell,COD,"31 Powers Road, Seven Hills NSW 2147 Australia","31 Powers Road, Seven Hills NSW 2147 Australia",15/11/2022,15/11/2022,15/11/2022
EPGS8,EPG Solutions,AUD,Karen Riddell,COD,"6 Baban Place, Pinelands NT 0829 Australia","6 Baban Place, Pinelands NT 0829 Australia",11/01/2022,11/01/2022,11/01/2022
EQSO2,Equipment Solutions Pty Ltd,AUD,Karen Riddell,Net 30 Days,"8 Hexham Place, Wetherill Park NSW 2164 Australia","8 Hexham Place, Wetherill Park NSW 2164 Australia",29/06/2020,19/07/2022,19/07/2022
ERCE4,ERSCON Consulting Engineers,AUD,Karen Riddell,COD,"5/19 Main Street, Buderim QLD 4556 Australia","5/19 Main Street, Buderim QLD 4556 Australia",26/07/2022,28/07/2022,27/09/2022
ERGEL,ERG Electrics,AUD,Kurt Schober,Net 30 Days,"19 Hensen Street, Devenport WA 6230 Australia","19 Hensen Street, Devenport WA 6230 Australia",12/09/2022,25/07/2023,25/07/2023
ERHR4,Electro Rig Hoist Rentals,AUD,Karen Riddell,COD,"Unit 6, 15 Reichert Drive, Molendinar QLD 4214 Australia","Unit 6, 15 Reichert Drive, Molendinar QLD 4214 Australia",29/06/2020,,
ESCE2,Eastgate Shopping Centre,AUD,Kurt Schober,Net 30 Days,"71-91 Spring Street, Bondi Junction NSW 2022 Australia","71-91 Spring Street, Bondi Junction NSW 2022 Australia",29/06/2020,5/11/2020,5/11/2020
ESCE2A,Crown Eastlakes Joint Venture,AUD,Kurt Schober,Net 30 Days,Australia,"19a Evans Road, Eastlakes NSW 2018 Australia",29/06/2020,30/06/2020,12/11/2021
ESCO8,Eurobodalla Shire Council,AUD,Karen Riddell,Net 30 Days,"PO Box 99, Moruya NSW 2537 Australia","PO Box 99, Moruya NSW 2537 Australia",29/06/2020,30/06/2020,7/07/2025
ESCO8A,Eurobodalla Regional Botanic Gardens,AUD,Karen Riddell,COD,"489 Princes Highway, Batemans Bay NSW 2536 Australia","489 Princes Highway, Batemans Bay NSW 2536 Australia",29/06/2020,30/06/2020,30/06/2020
ESIS2,Esis Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"PO  Box 450, Pennant Hills NSW 1715 Australia","PO  Box 450, Pennant Hills NSW 1715 Australia",29/06/2020,,
ESMA8,eSMART Pty Ltd,AUD,Jennifer Chen,Net 30 Days,Australia,Australia,7/07/2020,14/11/2020,14/11/2020
ESSE3,ESS Earth Sciences Pty Ltd (Atf Es&S Unit Trust),AUD,Jennifer Chen,Net 30 Days,"PO Box 939, Hawthorn VIC 3122 Australia","PO Box 939, Hawthorn VIC 3122 Australia",29/06/2020,17/09/2020,27/05/2025
ETSE4,Eastern Tree Services,AUD,Karen Riddell,COD,"7 Steel Street, Narangba QLD 4504 Australia","7 Steel Street, Narangba QLD 4504 Australia",29/06/2020,,
EVER2A,Evertone Pty Ltd,AUD,Karen Riddell,30 Days EOM,"Suite 15, 51-53 Spring Street, Bondi Junction NSW 2022 Australia","Suite 15, 51-53 Spring Street, Bondi Junction NSW 2022 Australia",29/06/2020,,
EXCE2,Excell Control,AUD,Karen Riddell,COD,"18 Investigator Dr, Unanderra NSW 2526 Australia","18 Investigator Dr, Unanderra NSW 2526 Australia",12/12/2024,13/05/2025,13/05/2025
EXEL3,Harris C4I Pty Ltd,AUD,Jennifer Chen,Net 30 Days,"Suite 301, 380 St Kilda Road, Melbourne VIC 3004 Australia","Suite 301, 380 St Kilda Road, Melbourne VIC 3004 Australia",29/06/2020,,
EXPA4,Expac (Qld) Pty Ltd,AUD,Karen Riddell,COD,"44 Achievement Crescent, Acacia Ridge QLD 4110 Australia","44 Achievement Crescent, Acacia Ridge QLD 4110 Australia",29/06/2020,,
EXTE3U,Extel Technologies Pty Ltd,USD,Jennifer Chen,Net 30 Days,"399 Ferntree Gully Road, Mt Waverley VIC 3149 Australia","399 Ferntree Gully Road, Mt Waverley VIC 3149 Australia",29/06/2020,31/07/2020,1/08/2025
FAH08-2033-001,Fantastic Furniture Moore Park,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","South Dowling Street & Todman Avenue, Kensington NSW 2033 Australia",17/11/2021,25/01/2022,22/12/2022
FAHO8,Fantastic Furniture,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","PO Box 445, Chester Hill NSW 2162 Australia",31/07/2020,31/07/2020,17/12/2024
FAHO8-0820-001,Fantastic Furniture Darwin,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","2 Snell Street, Stuart Park NT 0820 Australia",2/12/2022,7/12/2022,11/03/2024
FAHO8-2015-001,Fantastic Furniture Alexandria,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Unit A, 494-504 Gardeners Road, Alexandria NSW 2015 Australia",7/10/2022,6/12/2022,11/03/2024
FAHO8-2170,Fantastic Furniture Warwick Farm,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","1/3 Sappho Rd, Warwick Farm NSW 2170 Australia",5/08/2022,30/09/2022,30/09/2022
FAHO8-2190-001,Fantastic Furniture Chullora,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","62 Hume Hwy, Chullora NSW 2190 Australia",17/11/2021,25/01/2022,25/01/2022
FAHO8-2444-001,Fantastic Furniture Port Macquarie,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","160 Hastings River Rd, Port Macquarie NSW 2444 Australia",2/06/2022,31/10/2022,29/02/2024
FAHO8-2800,Fantastic Furniture Orange,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia",Australia,26/04/2021,29/06/2021,29/06/2021
FAHO8-2830,Fantastic Furniture Dubbo,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Tenancy 2, Lot 1, 6 Hawthorn Street, Dubbo NSW 2830 Australia",7/09/2022,22/11/2022,11/03/2024
FAHO8-3032,Fantastic Furniture Maribyrnong,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","167 Rosamond Rd, Maribyrnong VIC 3032 Australia",2/06/2022,31/10/2022,19/01/2023
FAHO8-3116,Fantastic Furniture Chirnside Park,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Tenancy LFR7, 266-268 Maroondah Highway, Chirnside Park VIC 3116 Australia",13/09/2022,6/12/2022,11/03/2024
FAHO8-3131,Fantastic Furniture Nunawading,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Whitehorse Rd, Nunawading VIC 3131 Australia",28/01/2021,1/04/2021,1/04/2021
FAHO8-3189,Fantastic Furniture Moorabbin,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Moorabbin Super Centre 430 Warrigal Rd, Moorabbin VIC 3189 Australia",23/01/2024,31/01/2024,31/01/2024
FAHO8-3810,Fantastic Furniture Pakenham,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Corner Prices Hwy and Obrien Rd, Pakenham VIC 3810 Australia",6/02/2021,6/02/2021,6/02/2021
FAHO8-3844-001,Fantastic Furniture Traralgon,AUD,Kurt Schober,Net 30 Days,"62 Hume Highway, Chullora NSW 2190 Australia","131 Argyle St, Traralgon VIC 3844 Australia",9/02/2023,28/02/2023,28/02/2023
FAHO8-3977-001,Fantastic Furniture Cranbourne,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","350-398 South Gippsland Highway, Cranbourne VIC 3977 Australia",7/06/2022,23/09/2022,23/09/2022
FAHO8-4127,Fantastic Furniture Logan,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","3525-3527 Pacific Hwy, Slacks Creek QLD 4127 Australia",2/06/2022,21/11/2022,21/11/2022
FAHO8-4157,Fantastic Furniture Capalaba,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","74 Redland Bay Rd, Capalaba QLD 4157 Australia",9/06/2021,22/06/2021,22/06/2021
FAHO8-4509,Fantastic Furniture North Lakes,AUD,Kurt Schober,Net 30 Days,"62 Hume Hwy, Chullora NSW 2190 Australia","56 N Lakes Dr, North Lakes QLD 4509 Australia",2/06/2022,31/10/2022,31/10/2022
FAHO8-5031,Fantastic Furniture Mile End South,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Shop 05, 121/150 Railway Terrace, Mile End South SA 5031 Australia",6/02/2021,6/02/2021,6/02/2021
FAHO8-5168-001,Fantastic Furniture Noarlunga,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Seaman Road, Noarlunga SA  Australia",26/10/2020,30/01/2021,30/01/2021
FAHO8-FF276,Fantastic Furniture Rutherford NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","New England Highway, Rutherford NSW 2320 Australia",25/08/2020,10/09/2020,30/06/2021
FAHO8-FFR202,Fantastic Furniture Albury,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Hume Street, South Albury NSW 2640 Australia",4/11/2020,14/12/2020,16/12/2020
FAHO8-FFR205,Fantastic Furniture Balgowlah NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Roseberry Street, Balgowlah NSW 2093 Australia",3/08/2020,9/09/2020,25/01/2022
FAHO8-FFR210,Fantastic Furniture Bennett's Green NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","CNR Pacific Highway and Groves Road, Bennetts Green NSW 2290 Australia",3/08/2020,9/09/2020,9/09/2020
FAHO8-FFR212,Fantastic Furniture Casula/Crossroads,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","CNR Beech Road and Camden Valley Way, Casula NSW 2170 Australia",3/08/2020,9/09/2020,9/09/2020
FAHO8-FFR213,Fantastic Furniture Caringbah NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Taren Point Road, Caringbah NSW 2229 Australia",3/08/2020,9/09/2020,9/09/2020
FAHO8-FFR214,Fantastic Furniture Burwood NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Parramatta Road, Croydon NSW 2132 Australia",3/08/2020,9/09/2020,9/09/2020
FAHO8-FFR218,Fantastic Furniture Castle Hill NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Victoria Avenue, Castle Hill NSW 2154 Australia",3/08/2020,9/09/2020,9/09/2020
FAHO8-FFR220,Fantastic Furniture Coffs Harbour,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Pacific Highway, Coffs Harhour NSW 2450 Australia",24/08/2020,9/09/2020,9/09/2020
FAHO8-FFR240,Fantastic Furniture Fyshwick ACT,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Albany Street, Fyshwick ACT 2609 Australia",3/08/2020,8/09/2020,8/09/2020
FAHO8-FFR245,Fantastic Furniture Griffith NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Kidman Way, Griffith NSW 2680 Australia",25/08/2020,9/09/2020,9/09/2020
FAHO8-FFR264,Fantastic Furniture Newcastle West,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Hunter Street, Newcastle West NSW 2302 Australia",25/08/2020,9/09/2020,9/09/2020
FAHO8-FFR265,Fantastic Furniture Nowra NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Princes Highway, South Nowra NSW 2541 Australia",25/08/2020,9/09/2020,9/09/2020
FAHO8-FFR270,Fantastic Furniture Penrith NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Pattys Place, Penrith NSW 2749 Australia",25/08/2020,9/09/2020,9/09/2020
FAHO8-FFR280,Fantastic Furniture Tamworth NSW,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Goonoo Goonoo Road, Hillvue NSW  Australia",4/09/2020,6/11/2020,6/11/2020
FAHO8-FFR282,Fantastic Furniture Taree NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Muldoon Street, Taree NSW 2430 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR285,Fantastic Furniture Tuggerah,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Wyong Road, Tuggerah NSW 2259 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR297,Fantastic Furniture Warrawong NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Kemblawarra Rd, Warrawong NSW 2502 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR298,Fantastic Furniture Wagga NSW,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Hammond Ave, East Wagga Wagga NSW 2650 Australia",4/09/2020,6/11/2020,6/11/2020
FAHO8-FFR305,Fantastic Furniture Ballarat VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Gillies Street North, Wendouree VIC 3355 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR310,Fantastic Furniture Bendigo VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","High Street, Kangaroo Flat VIC 3555 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR320,Fantastic Furniture Caroline Springs VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Western Highway, Ravenhall VIC 3023 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR330,Fantastic Furniture Dandenong VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","69 Frankston-Dandenong Road, Dandenong VIC 3175 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR345,Fantastic Furniture Geelong VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Princes Highway, Corio VIC 3214 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR362,Fantastic Furniture Mornington VIC,AUD,Kurt Schober,30 Days EOM,"62 Hume Hwy, Chullora  2190 Australia","Nepean Highway, Mornington VIC 3931 Australia",25/08/2020,10/09/2020,9/02/2022
FAHO8-FFR378,Fantastic Furniture Shepparton VIC,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Benalla Road, Shepparton VIC 3630 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR410,Fantastic Furniture Burleigh Heads,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Kortum Drive, Burleigh Heads QLD  Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR435,Fantastic Furniture Helensvale QLD,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","502 Hope Island Road, Helensvale QLD 4212 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR440,Fantastic Furniture Hervey Bay QLD,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","134 Boat Harbour Drive, Pialba QLD  Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR445,Fantastic Furnuture Ipswich QLD,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","339 Brisbane Street, West Ipswich QLD 4305 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR470,Fantastic Furniture Rockhampton QLD,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","143 Gladstone Road, Allentown QLD 4700 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR485,Fantastic Furniture Townsville QLD,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","216-230 Woolcock Street, Currajong QLD 4810 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR495,Fantastic Furniture Windsor,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","142 Newmarket Road, Windsor QLD 4030 Australia",25/08/2020,10/09/2020,23/03/2023
FAHO8-FFR550,Fantastic Furniture Marion SA,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","941-945 Marion Road, Mitchell Park SA 5043 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR560,Fantastic Furniture Munno Para,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","600 Main North Road, Smithfield SA 5114 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR615,Fantastic Furniture Cannington WA,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","50 William Street, Beckenham WA 6107 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR620,Fantastic Furniture Cockburn WA,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","47-69 Armadale Road, Jandakot WA 6164 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR650,Fantastic Furniture Joondalup WA,AUD,Kurt Schober,30 Days EOM,"62 Hume Hwy, Chullora NSW 2190 Australia","2 Delage Street, Joondalup WA 6027 Australia",25/08/2020,10/09/2020,24/08/2023
FAHO8-FFR660,Fantastic Furniture Mandurah WA,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","Pinjarra Road, Greenfields WA 6210 Australia",25/08/2020,10/09/2020,10/09/2020
FAHO8-FFR680,Fantastic Furniture Rockingham WA,AUD,Kurt Schober,30 Days EOM,"PO Box 445, Chester Hill NSW 2162 Australia","1-9 Enterprise Way, Rockingham WA 6168 Australia",25/08/2020,10/09/2020,2/12/2021
FAHO8-PL2144,Plush Auburn Megamall,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Shop G16 Auburn Megamall, Auburn NSW 2144 Australia",2/03/2021,22/04/2021,22/04/2021
FAHO8-PL2154,Plush Castle Hill,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Crn Gladstone Rd, Castle Hill VIC 2154 Australia",12/07/2021,12/07/2021,12/07/2021
FAHO8-PL2229,Plush Caringbah,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Taren Point Road, Caringbah NSW 2229 Australia",26/10/2020,17/11/2020,17/11/2020
FAHO8-PL2250,Plush West Gosford,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Manns Road, West Gosford NSW 2250 Australia",28/09/2020,5/11/2020,5/11/2020
FAHO8-PL2609,Plush Fyshwick,AUD,Kurt Schober,Net 30 Days,"PO Box 445, Chester Hill NSW 2162 Australia","Wollongong Street, Fyshwick ACT 2609 Australia",28/09/2020,14/12/2020,14/12/2020
